3/A4;I;swimming;['swimming']
3/A4;I;to go swimming;['go', 'swimming']
3/A4;I;to have a party;['have', 'a', 'party']
3/A4;I;ice-skating;['ice-skating']
3/A5;I;date;['date']
3/A5;I;short;['short']
3/A5;I;to drink;['drink']
3/A5;I;to decorate;['decorate']
3/B1;I;sure (informal);['sure']
3/B1;I;to answer;['answer']
3/B3;I;him;['him']
3/B3;I;her;['her']
3/B3;I;food (no pl);['food']
3/B3;I;present;['present']
3/B7;I;leaflet;['leaflet']
3/B7;I;to try;['try']
3/B8;I;better;['better']
3/B8;I;a bit;['a', 'bit']
3/B8;I;to be sure;['be', 'sure']
3/B8;I;sure;['sure']
3/B8;I;I'm afraid;"['I', ""'m"", 'afraid']"
3/B9;I;to take place;['take', 'place']
3/B9;I;to offer;['offer']
3/B9;I;to sell;['sell']
3/B9;I;to call;['call']
3/B9;I;guest;['guest']
3/B11;I;to learn;['learn']
3/B11;I;to finish;['finish']
3/B11;I;to wear;['wear']
3/B12;I;to go on;['go', 'on']
3/B12;I;the other one;['the', 'other', 'one']
3/B12;I;to think of;['think', 'of']
3/C2;I;needn't (= need not);"['need', ""n't""]"
3/C2;I;shopping (no pl);['shopping']
3/C4;I;punch;['punch']
3/C4;I;fridge (informal);['fridge']
3/C4;I;banana;['banana']
3/C4;I;have to;['have', 'to']
3/C4;I;pineapple;['pineapple']
3/C4;I;to mix;['mix']
3/C4;I;to cut;['cut']
3/C4;I;fruit (no pl);['fruit']
3/C4;I;salt (no pl);['salt']
3/C4;I;pepper (no pl);['pepper']
3/C4;I;cheese;['cheese']
3/C4;I;ham;['ham']
3/C4;I;tomato;['tomato']
3/C4;I;to flatten;['flatten']
3/C4;I;to bake;['bake']
3/C5;I;cookbook;['cookbook']
3/C5;I;on the Internet;['on', 'the', 'Internet']
3/C5;I;to take photos;['take', 'photo']
3/C6;I;title;['title']
3/C6;I;man (pl men);['man', 'men']
3/C6;I;to keep;['keep']
3/C6;I;that sounds fun;['that', 'sound', 'fun']
3/C6;I;ready;['ready']
3/C6;I;to swing;['swing']
3/C6;I;leg;['leg']
3/C6;I;to slow down;['slow', 'down']
3/C6;I;to watch out (for);['watch', 'out']
3/C6;I;to live;['live']
3/C7;I;order;['order']
3/C7;I;after that;['after', 'that']
3/C7;I;in the end;['in', 'the', 'end']
3/C7;I;end;['end']
3/C8;I;stupid;['stupid']
3/C8;I;hurt;['hurt']
3/C8;I;to surprise;['surprise']
3/C9;I;role;['role']
3/C9;I;narrator;['narrator']
3/C9;I;quietly;['quietly']
3/C9;I;character;['character']
3/C10;I;information (no pl);['information']
3/C10;I;act;['act']
4/A;I;free time;['free', 'time']
4/A1;I;note;['note']
4/A2;I;to go canoeing;['go', 'canoeing']
4/A2;I;castle;['castle']
4/A2;I;to visit;['visit']
4/A3;I;to add (sth to sth);['add']
4/A4;I;area;['area']
4/A4;I;British;['British']
4/A4;I;where;['where']
4/A4;I;each;['each']
4/A4;I;group;['group']
4/B1;I;crisps (pl, BE);['crisp', ',', 'BE']
4/B2;I;to lie;['lie']
4/B2;I;to win;['win']
4/B2;I;budgie (= budgerigar) (informal);['budgie', '=', 'budgerigar']
4/B3;I;to form;['form']
4/B3;I;careful;['careful']
4/B3;I;spelling;['spelling']
4/B5;I;to answer the phone;['answer', 'the', 'phone']
4/B5;I;telephone;['telephone']
4/B5;I;to show sb (a)round;['show', 'sb', 'round']
4/B7;I;to mime;['mime']
4/B7;I;action;['action']
4/B9;I;to use;['use']
4/B9;I;to cheer;['cheer']
4/B9;I;to cry;['cry']
4/B9;I;to walk off;['walk', 'off']
4/B9;I;to say sorry;['say', 'sorry']
4/C2;I;somebody;['somebody']
4/C2;I;tall;['tall']
4/C2;I;blond(e);['blond']
4/C2;I;hair (no pl);['hair']
4/C2;I;others (pl);['others']
4/C2;I;trousers (pl);['trouser']
4/C2;I;skirt;['skirt']
4/C3;I;this T-shirt;['this', 'T-shirt']
4/C3;I;shop assistant;['shop', 'assistant']
4/C3;I;We're just looking.;"['We', ""'re"", 'just', 'looking', '.']"
4/C3;I;it's (= it is);"['it', ""'s""]"
4/C3;I;Why don't you buy it anyway?;"['Why', 'do', ""n't"", 'you', 'buy', 'it', 'anyway', '?']"
4/C3;I;customer;['customer']
4/C4;I;to go shopping;['go', 'shopping']
4/C5;I;to be missing;['be', 'missing']
4/C5;I;to be a pity;['be', 'a', 'pity']
4/C5;I;to bring;['bring']
4/C5;I;to make fun of sb;['make', 'fun', 'of', 'sb']
4/C5;I;to kiss;['kiss']
4/C5;I;to take;['take']
4/C8;I;was, were;['wa', ',', 'were']
4/C8;I;to steal;['steal']
4/C8;I;to stay;['stay']
4/C8;I;finally;['finally']
4/C8;I;to arrive;['arrive']
4/C8;I;on the left;['on', 'the', 'left']
4/C8;I;couldn't (= could not);"['could', ""n't""]"
4/C8;I;to switch on;['switch', 'on']
4/C8;I;to fall;['fall']
4/C10;I;in;['in']
4/C10;I;dress;['dress']
4/C10;I;owner;['owner']
4/C11;I;everything;['everything']
4/C11;I;the police (no pl);['the', 'police']
4/C11;I;to notice;['notice']
4/C13;I;letter;['letter']
4/C13;I;to get;['get']
4/C13;I;How are you?;['How', 'are', 'you', '?']
4/C13;I;Say hi to ... for me!;['Say', 'hi', 'to', 'for', 'me', '!']
4/C13;I;I'm fine;"['I', ""'m"", 'fine']"
4/C13;I;yesterday;['yesterday']
5/A;I;world;['world']
5/A1;I;sound;['sound']
5/A1;I;farm;['farm']
5/A1;I;wild;['wild']
5/A1;I;fish (pl fish or fishes);['fish', 'fish', 'or', 'fish']
5/A1;I;mouse (pl mice);['mouse', 'mouse']
5/A1;I;cow;['cow']
5/A1;I;pig;['pig']
5/A1;I;sheep (pl sheep);['sheep', 'sheep']
5/A1;I;chicken;['chicken']
5/A1;I;horse;['horse']
5/A1;I;duck;['duck']
5/A1;I;lion;['lion']
5/A1;I;seal;['seal']
5/A1;I;fur (no pl);['fur']
5/A2;I;nose;['nose']
5/A2;I;ear;['ear']
5/A2;I;mouth;['mouth']
5/A2;I;tooth (pl teeth);['tooth', 'teeth']
5/A2;I;feather;['feather']
5/A2;I;wing;['wing']
5/A2;I;tail;['tail']
5/A2;I;head;['head']
5/A4;I;poem;['poem']
5/A4;I;bird;['bird']
5/A6;I;to present (sth to sb);['present']
5/A6;I;to catch;['catch']
5/A6;I;looks (pl);['look']
5/A6;I;to begin;['begin']
5/A6;I;home;['home']
5/A6;I;to illustrate;['illustrate']
5/B1;I;to speculate (on);['speculate']
5/B1;I;What is ... like?;['What', 'is', 'like', '?']
5/B1;I;perhaps;['perhaps']
5/B2;I;to calm down;['calm', 'down']
5/B2;I;to seem;['seem']
5/B2;I;shouldn't (= should not);"['should', ""n't""]"
5/B2;I;to lick;['lick']
5/B2;I;mustn't (= must not);"['must', ""n't""]"
5/B2;I;to look for;['look', 'for']
5/B2;I;flat (BE);['flat']
5/B3;I;worried;['worried']
5/B3;I;to imagine;['imagine']
5/B5;I;interest;['interest']
5/B5;I;in the street;['in', 'the', 'street']
5/B6;I;enough;['enough']
5/B6;I;to discuss;['discus']
5/B7;I;statement;['statement']
5/B7;I;to be lucky;['be', 'lucky']
5/B7;I;difficult;['difficult']
5/B8;I;disappointed;['disappointed']
5/B8;I;safe;['safe']
5/B8;I;scared;['scared']
5/B8;I;surprised;['surprised']
5/B8;I;pleased;['pleased']
5/B9;I;shocked;['shocked']
5/B9;I;to be wrong;['be', 'wrong']
5/B9;I;second;['second']
5/B9;I;possible;['possible']
5/B9;I;I'd love to have;"['I', ""'d"", 'love', 'to', 'have']"
5/B9;I;to give sth a go;['give', 'sth', 'a', 'go']
5/B10;I;the other one;['the', 'other', 'one']
5/B10;I;to understand;['understand']
5/B10;I;animal shelter;['animal', 'shelter']
5/B10;I;real;['real']
5/B10;I;to explain (sth to sb);['explain']
5/B10;I;to practise;['practise']
5/C2;I;chameleon;['chameleon']
5/C2;I;to feed;['feed']
5/C2;I;didn't (= did not);"['did', ""n't""]"
5/C2;I;to wiggle (out);['wiggle']
5/C2;I;to take away;['take', 'away']
5/C2;I;to drive;['drive']
5/C2;I;to miaow;['miaow']
5/C2;I;not ... anymore;['not', 'anymore']
5/C4;I;What happened?;['What', 'happened', '?']
5/C4;I;(it) makes me feel ...;['make', 'me', 'feel']
5/C4;I;unhappy;['unhappy']
5/C4;I;upset;['upset']
5/C6;I;news (pl);['news']
5/C6;I;these (= pl of this);['these', '=', 'of', 'this']
5/C6;I;not even;['not', 'even']
5/C6;I;those (= pl of that);['those', '=', 'of', 'that']
5/C6;I;What's wrong with ...?;"['What', ""'s"", 'wrong', 'with', '?']"
5/C11;I;toy;['toy']
5/C11;I;to present (sth to sb);['present']
5/C11;I;to decide;['decide']
6/A;I;Britain;['Britain']
6/A1;I;wish;['wish']
6/A1;I;brochure;['brochure']
6/A1;I;sea (no pl);['sea']
6/A1;I;(a) must (no pl);['a', 'must']
6/A1;I;adventure;['adventure']
6/A1;I;north;['north']
6/A1;I;roller coaster;['roller', 'coaster']
6/A1;I;to spend;['spend']
6/A1;I;to be free;['be', 'free']
6/A1;I;ft (= foot, pl feet);['ft', '=', 'foot', ',', 'foot']
6/A1;I;national;['national']
6/A1;I;to climb (up);['climb']
6/A1;I;coal;['coal']
6/A1;I;to take a tour;['take', 'a', 'tour']
6/A2;I;attractive;['attractive']
6/A2;I;to rank;['rank']
6/A3;I;English-speaking;['English-speaking']
6/B1;I;diary;['diary']
6/B1;I;to be over;['be', 'over']
6/B1;I;That would be great.;['That', 'would', 'be', 'great', '.']
6/B1;I;Things are looking up.;['Things', 'are', 'looking', 'up', '.']
6/B1;I;feeling;['feeling']
6/B2;I;to hide;['hide']
6/B4;I;to go to the seaside;['go', 'to', 'the', 'seaside']
6/B4;I;seaside (BE, no pl);['seaside', 'BE', ',']
6/B4;I;to go camping;['go', 'camping']
6/B4;I;to ride;['ride']
6/B4;I;bike (informal);['bike']
6/B4;I;result;['result']
6/B5;I;to be called;['be', 'called']
6/B8;I;entry;['entry']
6/C1;I;to rhyme;['rhyme']
6/C4;I;suitcase;['suitcase']
6/C4;I;shoe;['shoe']
6/C4;I;sunglasses (pl);['sunglass']
6/C4;I;hair dryer;['hair', 'dryer']
6/C4;I;trainer;['trainer']
6/C4;I;swimsuit;['swimsuit']
6/C4;I;umbrella;['umbrella']
6/C4;I;camera;['camera']
6/C4;I;hiking boots (pl);['hiking', 'boot']
6/C4;I;boot;['boot']
6/C4;I;wellington (boot) (BE);['wellington', '(', 'BE', ')']
6/C5;I;at the front (of);['at', 'the', 'front']
6/C6;I;to get to;['get', 'to']
6/C6;I;to be interested (in);['be', 'interested']
6/C6;I;whale;['whale']
6/C6;I;to go seal-spotting;['go', 'seal-spotting']
6/C7;I;toward(s);['toward']
6/C7;I;to work;['work']
6/C7;I;quickly;['quickly']
6/C7;I;ending;['ending']
6/C9;I;postcard;['postcard']
6/C9;I;to puzzle out;['puzzle', 'out']
6/C9;I;to look forward to doing sth;['look', 'forward', 'to', 'doing', 'sth']
6/C9;I;to look forward to sth;['look', 'forward', 'to', 'sth']
6/C9;I;to wish;['wish']
6/C9;I;Wish you were here!;['Wish', 'you', 'were', 'here', '!']
6/C9;I;love;['love']
6/C11;I;to send;['send']
1/A1;II;most;['most']
1/A1;II;to organize;['organize']
1/A2;II;back;['back']
1/A2;II;to complete;['complete']
1/A2;II;grid;['grid']
1/A2;II;whose;['whose']
1/A2;II;which;['which']
1/A2;II;best;['best']
1/A3;II;to prepare;['prepare']
1/A3;II;exciting;['exciting']
1/A3;II;camping (no pl);['camping']
1/A3;II;rainy;['rainy']
1/A3;II;cloudy;['cloudy']
1/A3;II;foggy;['foggy']
1/A3;II;snowy;['snowy']
1/A3;II;clear;['clear']
1/B1;II;about;['about']
1/B1;II;to note down;['note', 'down']
1/B1;II;cute;['cute']
1/B1;II;pretty;['pretty']
1/B1;II;to go for a ride;['go', 'for', 'a', 'ride']
1/B1;II;only;['only']
1/B1;II;a small one;['a', 'small', 'one']
1/B1;II;barbecue;['barbecue']
1/B1;II;to fall off;['fall', 'off']
1/B1;II;both;['both']
1/B1;II;nobody;['nobody']
1/B1;II;to be left;['be', 'left']
1/B1;II;the only one;['the', 'only', 'one']
1/B1;II;to miss;['miss']
1/B1;II;after all;['after', 'all']
1/B2;II;phrase;['phrase']
1/B2;II;to structure;['structure']
1/B2;II;love;['love']
1/B3;II;city;['city']
1/B4;II;to fill in;['fill', 'in']
1/B4;II;careful;['careful']
1/B5;II;to compare;['compare']
1/B5;II;delicious;['delicious']
1/B5;II;support;['support']
1/B7;II;except;['except']
1/B7;II;instructor;['instructor']
1/B7;II;around;['around']
1/B7;II;while;['while']
1/B7;II;if;['if']
1/B7;II;just;['just']
1/B7;II;river;['river']
1/B7;II;mark;['mark']
1/B7;II;opposite;['opposite']
1/B7;II;direction;['direction']
1/B7;II;to remember;['remember']
1/B7;II;to turn (a)round;['turn', 'round']
1/B7;II;the others;['the', 'others']
1/B7;II;however;['however']
1/B7;II;to become;['become']
1/B7;II;nervous;['nervous']
1/B7;II;it's OK (informal);"['it', ""'s"", 'OK']"
1/B7;II;almost;['almost']
1/B7;II;to be lost;['be', 'lost']
1/B9;II;structure;['structure']
1/B9;II;e.g.;['e.g', '.']
1/B9;II;to connect;['connect']
1/B9;II;sentence;['sentence']
1/B10;II;connective;['connective']
1/B10;II;direct speech;['direct', 'speech']
1/B10;II;by;['by']
1/B10;II;different;['different']
1/B10;II;which one;['which', 'one']
1/C;II;trouble (no pl);['trouble']
1/C1;II;to make sb angry;['make', 'sb', 'angry']
1/C1;II;to collect;['collect']
1/C1;II;to get into trouble;['get', 'into', 'trouble']
1/C2;II;to record;['record']
1/C2;II;to guess;['guess']
1/C2;II;It won't happen again.;"['It', 'wo', ""n't"", 'happen', 'again', '.']"
1/C2;II;I don't think so;"['I', 'do', ""n't"", 'think', 'so']"
1/C2;II;those (= pl of that);['those', '=', 'of', 'that']
1/C2;II;maybe;['maybe']
1/C3;II;to feel;['feel']
1/C3;II;to express;['express']
1/C3;II;someone;['someone']
1/C3;II;to feel sorry;['feel', 'sorry']
1/C6;II;a few;['a', 'few']
1/C6;II;note;['note']
1/C6;II;each other;['each', 'other']
1/C6;II;No way! (informal);['No', 'way', '!']
1/C6;II;Roman;['Roman']
1/C6;II;Celt;['Celt']
1/C6;II;how to;['how', 'to']
1/C6;II;to disagree;['disagree']
1/C6;II;to mark;['mark']
1/C7;II;favourite;['favourite']
1/C7;II;material;['material']
1/C7;II;the BBC (= British Broadcasting Corporation);['the', 'BBC']
1/C7;II;without;['without']
1/C8;II;announcement;['announcement']
1/C8;II;over;['over']
1/C8;II;PA (= public address) system;['PA']
1/C9;II;role;['role']
1/C9;II;to think about sb/sth;['think', 'about', 'sb']
1/C9;II;character;['character']
1/C9;II;kind;['kind']
1/C9;II;to plan;['plan']
1/C9;II;polite;['polite']
1/C9;II;to start a business;['start', 'a', 'business']
1/C9;II;to punish;['punish']
1/C9;II;such;['such']
1/C9;II;to save money;['save', 'money']
1/C9;II;convincing;['convincing']
1/C9;II;language;['language']
1/C9;II;to act;['act']
2/A;II;to get sth started;['get', 'sth', 'started']
2/A1;II;Christmas;['Christmas']
2/A1;II;decoration;['decoration']
2/A1;II;normal;['normal']
2/A1;II;celebration;['celebration']
2/A2;II;member;['member']
2/A2;II;Diwali;['Diwali']
2/A2;II;Hindu;['Hindu']
2/A2;II;to perform;['perform']
2/A2;II;goddess;['goddess']
2/A2;II;wealth;['wealth']
2/A2;II;candle;['candle']
2/A2;II;into;['into']
2/A2;II;each other;['each', 'other']
2/A2;II;the best thing (about);['the', 'best', 'thing']
2/A2;II;to blow up;['blow', 'up']
2/A2;II;Houses of Parliament;['Houses', 'of', 'Parliament']
2/A2;II;to kill;['kill']
2/A2;II;to light;['light']
2/A2;II;to imagine;['imagine']
2/A2;II;would;['would']
2/A2;II;reason;['reason']
2/A3;II;English-speaking;['English-speaking']
2/A3;II;St Patrick's Day;"['St', 'Patrick', ""'s"", 'Day']"
2/A3;II;to include;['include']
2/B;II;planner;['planner']
2/B2;II;What is ... about?;['What', 'is', 'about', '?']
2/B2;II;in style;['in', 'style']
2/B2;II;fabulous;['fabulous']
2/B2;II;himself;['himself']
2/B2;II;message;['message']
2/B3;II;to organize;['organize']
2/B3;II;before;['before']
2/B3;II;to close;['close']
2/B3;II;to be crazy about sb/sth;['be', 'crazy', 'about', 'sb']
2/B3;II;noisy;['noisy']
2/B3;II;wouldn't (= would not);"['would', ""n't""]"
2/B3;II;quite;['quite']
2/B3;II;anyone in particular;['anyone', 'in', 'particular']
2/B3;II;bossy-boots (BE, informal);['bossy-boots', 'BE', ',']
2/B3;II;Greek;['Greek']
2/B3;II;crisps (pl, BE);['crisp', ',', 'BE']
2/B3;II;to text (sb);['text']
2/B3;II;else;['else']
2/B4;II;annoyed;['annoyed']
2/B4;II;nosy;['nosy']
2/B4;II;bossy;['bossy']
2/B5;II;to react (to sb/sth);['react']
2/B5;II;news (pl);['news']
2/B5;II;it's (= it is);"['it', ""'s""]"
2/B5;II;will;['will']
